0,00000 	0,00389 	0,00335 
0,05000 	0,00422 	0,00370 
0,10000 	0,00420 	0,00384 
0,15000 	0,00437 	0,00369 
0,20000 	0,00410 	0,00383 
0,25000 	0,00445 	0,00360 
0,30000 	0,00414 	0,00378 
0,35000 	0,00448 	0,00373 
0,40000 	0,00407 	0,00381 
0,45000 	0,00424 	0,00370 
0,50000 	0,00410 	0,00365 
0,55000 	0,00445 	0,00373 
0,60000 	0,00421 	0,00395 
0,65000 	0,00449 	0,00375 
0,70000 	0,00401 	0,00377 
0,75000 	0,00449 	0,00384 
0,80000 	0,00402 	0,00352 
0,85000 	0,00445 	0,00373 
0,90000 	0,00408 	0,00403 
0,95000 	0,00417 	0,00367 
1,00000 	0,00401 	0,00368 
1,05000 	0,00426 	0,00377 
1,10000 	0,00415 	0,00397 
1,15000 	0,00436 	0,00365 
1,20000 	0,00417 	0,00375 
1,25000 	0,00445 	0,00376 
1,30000 	0,00397 	0,00378 
1,35000 	0,00430 	0,00378 
1,40000 	0,00404 	0,00364 
1,45000 	0,00435 	0,00381 
1,50000 	0,00400 	0,00358 
1,55000 	0,00462 	0,00383 
1,60000 	0,00397 	0,00384 
1,65000 	0,00452 	0,00361 
1,70000 	0,00414 	0,00360 
1,75000 	0,00440 	0,00389 
1,80000 	0,00398 	0,00351 
1,85000 	0,00444 	0,00381 
1,90000 	0,00418 	0,00389 
1,95000 	0,00454 	0,00364 
2,00000 	0,00422 	0,00369 
2,05000 	0,00450 	0,00375 
2,10000 	0,00412 	0,00381 
2,15000 	0,00434 	0,00389 
2,20000 	0,00424 	0,00378 
2,25000 	0,00462 	0,00392 
2,30000 	0,00392 	0,00342 
2,35000 	0,00149 	0,00042 
2,40000 	-0,00997 	-0,01442 
2,45000 	-0,02375 	-0,04147 
2,50000 	-0,03779 	-0,08009 
2,55000 	-0,04968 	-0,13096 
2,60000 	-0,05983 	-0,19327 
2,65000 	-0,06989 	-0,26848 
2,70000 	-0,08349 	-0,35668 
2,75000 	-0,10201 	-0,45612 
2,80000 	-0,13020 	-0,56528 
2,85000 	-0,17171 	-0,68032 
2,90000 	-0,23196 	-0,79678 
2,95000 	-0,31336 	-0,91071 
3,00000 	-0,41688 	-1,01432 
3,05000 	-0,54038 	-1,10354 
3,10000 	-0,67540 	-1,17301 
3,15000 	-0,80347 	-1,22258 
3,20000 	-0,91222 	-1,25547 
3,25000 	-0,99930 	-1,27761 
3,30000 	-1,07278 	-1,29388 
3,35000 	-1,13885 	-1,30681 
3,40000 	-1,20194 	-1,31837 
3,45000 	-1,26301 	-1,32872 
3,50000 	-1,32390 	-1,33820 
3,55000 	-1,38381 	-1,34701 
3,60000 	-1,44410 	-1,35504 
3,65000 	-1,50339 	-1,36255 
3,70000 	-1,56366 	-1,36978 
3,75000 	-1,62273 	-1,37615 
3,80000 	-1,68241 	-1,38266 
3,85000 	-1,74126 	-1,38869 
3,90000 	-1,80026 	-1,39415 
3,95000 	-1,85865 	-1,39933 
4,00000 	-1,91806 	-1,40460 
4,05000 	-1,97645 	-1,40913 
4,10000 	-2,03529 	-1,41353 
4,15000 	-2,09347 	-1,41819 
4,20000 	-2,15186 	-1,42193 
4,25000 	-2,21029 	-1,42603 
4,30000 	-2,26886 	-1,42968 
4,35000 	-2,32703 	-1,43343 
4,40000 	-2,38563 	-1,43656 
4,45000 	-2,44395 	-1,43994 
4,50000 	-2,50226 	-1,44288 
4,55000 	-2,55999 	-1,44600 
4,60000 	-2,61914 	-1,44892 
4,65000 	-2,67709 	-1,45166 
4,70000 	-2,73567 	-1,45432 
4,75000 	-2,79319 	-1,45682 
4,80000 	-2,85160 	-1,45925 
4,85000 	-2,85800 	-1,45945 
4,90000 	-2,80252 	-1,45736 
4,95000 	-2,74471 	-1,45517 
5,00000 	-2,68759 	-1,45252 
5,05000 	-2,62981 	-1,45005 
5,10000 	-2,57209 	-1,44721 
5,15000 	-2,51453 	-1,44445 
5,20000 	-2,45760 	-1,44163 
5,25000 	-2,40006 	-1,43866 
5,30000 	-2,34310 	-1,43569 
5,35000 	-2,28522 	-1,43263 
5,40000 	-2,22822 	-1,42904 
5,45000 	-2,17073 	-1,42573 
5,50000 	-2,11379 	-1,42215 
5,55000 	-2,05662 	-1,41824 
5,60000 	-2,00002 	-1,41422 
5,65000 	-1,94276 	-1,41011 
5,70000 	-1,88588 	-1,40588 
5,75000 	-1,82876 	-1,40147 
5,80000 	-1,77189 	-1,39642 
5,85000 	-1,71494 	-1,39153 
5,90000 	-1,65831 	-1,38629 
5,95000 	-1,60127 	-1,38073 
6,00000 	-1,54438 	-1,37474 
6,05000 	-1,48786 	-1,36904 
6,10000 	-1,43133 	-1,36236 
6,15000 	-1,37492 	-1,35610 
6,20000 	-1,31849 	-1,34871 
6,25000 	-1,26214 	-1,34080 
6,30000 	-1,20702 	-1,33288 
6,35000 	-1,15097 	-1,32433 
6,40000 	-1,09555 	-1,31533 
6,45000 	-1,03965 	-1,30535 
6,50000 	-0,98532 	-1,29555 
6,55000 	-0,92980 	-1,28416 
6,60000 	-0,87574 	-1,27225 
6,65000 	-0,82105 	-1,25917 
6,70000 	-0,76797 	-1,24506 
6,75000 	-0,71475 	-1,22998 
6,80000 	-0,66217 	-1,21355 
6,85000 	-0,61014 	-1,19570 
6,90000 	-0,55924 	-1,17580 
6,95000 	-0,50898 	-1,15481 
7,00000 	-0,45942 	-1,13120 
7,05000 	-0,41022 	-1,10565 
7,10000 	-0,36212 	-1,07737 
7,15000 	-0,31486 	-1,04659 
7,20000 	-0,26860 	-1,01243 
7,25000 	-0,22372 	-0,97569 
7,30000 	-0,18027 	-0,93531 
7,35000 	-0,13743 	-0,89029 
7,40000 	-0,09733 	-0,84122 
7,45000 	-0,05908 	-0,78712 
7,50000 	-0,02409 	-0,72727 
7,55000 	0,00706 	-0,66139 
7,60000 	0,03322 	-0,58703 
7,65000 	0,05271 	-0,50298 
7,70000 	0,06464 	-0,40786 
7,75000 	0,07422 	-0,29995 
7,80000 	0,08447 	-0,17966 
7,85000 	0,09971 	-0,04661 
7,90000 	0,12117 	0,09668 
7,95000 	0,15629 	0,24825 
8,00000 	0,20957 	0,40357 
8,05000 	0,28595 	0,55694 
8,10000 	0,38887 	0,70223 
8,15000 	0,52747 	0,83018 
8,20000 	0,70268 	0,93133 
8,25000 	0,88426 	0,99921 
8,30000 	1,02871 	1,03832 
8,35000 	1,12914 	1,05973 
8,40000 	1,20408 	1,07402 
8,45000 	1,26906 	1,08500 
8,50000 	1,32960 	1,09462 
8,55000 	1,39029 	1,10362 
8,60000 	1,45001 	1,11173 
8,65000 	1,51014 	1,11906 
8,70000 	1,56969 	1,12636 
8,75000 	1,62920 	1,13289 
8,80000 	1,68833 	1,13918 
8,85000 	1,74756 	1,14509 
8,90000 	1,80650 	1,15101 
8,95000 	1,86561 	1,15609 
9,00000 	1,92366 	1,16113 
9,05000 	1,98275 	1,16577 
9,10000 	2,04118 	1,17008 
9,15000 	2,10056 	1,17475 
9,20000 	2,15857 	1,17871 
9,25000 	2,21723 	1,18249 
9,30000 	2,27547 	1,18601 
9,35000 	2,33420 	1,18987 
9,40000 	2,39188 	1,19333 
9,45000 	2,45020 	1,19662 
9,50000 	2,50851 	1,19967 
9,55000 	2,56693 	1,20252 
9,60000 	2,62540 	1,20531 
9,65000 	2,68411 	1,20843 
9,70000 	2,74182 	1,21074 
9,75000 	2,80022 	1,21359 
9,80000 	2,85839 	1,21572 
9,85000 	2,87044 	1,21604 
9,90000 	2,81483 	1,21436 
9,95000 	2,75728 	1,21166 
10,00000 	2,69945 	1,20942 
10,05000 	2,64246 	1,20665 
10,10000 	2,58423 	1,20401 
10,15000 	2,52713 	1,20148 
10,20000 	2,46927 	1,19841 
10,25000 	2,41192 	1,19527 
10,30000 	2,35486 	1,19217 
10,35000 	2,29805 	1,18918 
10,40000 	2,24060 	1,18610 
10,45000 	2,18354 	1,18253 
10,50000 	2,12594 	1,17859 
10,55000 	2,06905 	1,17509 
10,60000 	2,01164 	1,17125 
10,65000 	1,95476 	1,16718 
10,70000 	1,89728 	1,16278 
10,75000 	1,84094 	1,15829 
10,80000 	1,78336 	1,15341 
10,85000 	1,72660 	1,14853 
10,90000 	1,66947 	1,14350 
10,95000 	1,61323 	1,13803 
11,00000 	1,55618 	1,13230 
11,05000 	1,49924 	1,12612 
11,10000 	1,44242 	1,11970 
11,15000 	1,38641 	1,11316 
11,20000 	1,33007 	1,10610 
11,25000 	1,27395 	1,09823 
11,30000 	1,21797 	1,09054 
11,35000 	1,16222 	1,08219 
11,40000 	1,10645 	1,07284 
11,45000 	1,05133 	1,06341 
11,50000 	0,99569 	1,05309 
11,55000 	0,94107 	1,04223 
11,60000 	0,88613 	1,03021 
11,65000 	0,83217 	1,01744 
11,70000 	0,77843 	1,00374 
11,75000 	0,72552 	0,98903 
11,80000 	0,67250 	0,97279 
11,85000 	0,62041 	0,95506 
11,90000 	0,56880 	0,93582 
11,95000 	0,51820 	0,91490 
12,00000 	0,46791 	0,89152 
12,05000 	0,41944 	0,86666 
12,10000 	0,37148 	0,83923 
12,15000 	0,32415 	0,80890 
12,20000 	0,27747 	0,77591 
12,25000 	0,23235 	0,73972 
12,30000 	0,18823 	0,69981 
12,35000 	0,14549 	0,65595 
12,40000 	0,10440 	0,60769 
12,45000 	0,06594 	0,55494 
12,50000 	0,03043 	0,49639 
12,55000 	-0,00198 	0,43142 
12,60000 	-0,02895 	0,35928 
12,65000 	-0,04975 	0,27784 
12,70000 	-0,06308 	0,18571 
12,75000 	-0,07228 	0,08062 
12,80000 	-0,08209 	-0,03707 
12,85000 	-0,09613 	-0,16772 
12,90000 	-0,11629 	-0,30872 
12,95000 	-0,14788 	-0,45894 
13,00000 	-0,19679 	-0,61382 
13,05000 	-0,26713 	-0,76849 
13,10000 	-0,36274 	-0,91605 
13,15000 	-0,49157 	-1,04944 
13,20000 	-0,66037 	-1,15791 
13,25000 	-0,84624 	-1,23370 
13,30000 	-1,00255 	-1,27788 
13,35000 	-1,11158 	-1,30222 
13,40000 	-1,19029 	-1,31716 
13,45000 	-1,25669 	-1,32860 
13,50000 	-1,31859 	-1,33845 
13,55000 	-1,37947 	-1,34732 
13,60000 	-1,43991 	-1,35574 
13,65000 	-1,49917 	-1,36321 
13,70000 	-1,55906 	-1,37028 
13,75000 	-1,61811 	-1,37709 
13,80000 	-1,67670 	-1,38310 
13,85000 	-1,73573 	-1,38910 
13,90000 	-1,79471 	-1,39475 
13,95000 	-1,85382 	-1,40016 
14,00000 	-1,91251 	-1,40491 
14,05000 	-1,97136 	-1,40977 
14,10000 	-2,02965 	-1,41423 
14,15000 	-2,08805 	-1,41851 
14,20000 	-2,14623 	-1,42239 
14,25000 	-2,20523 	-1,42662 
14,30000 	-2,26310 	-1,43019 
14,35000 	-2,32163 	-1,43373 
14,40000 	-2,38040 	-1,43732 
14,45000 	-2,43871 	-1,44048 
14,50000 	-2,49683 	-1,44349 
14,55000 	-2,55467 	-1,44606 
14,60000 	-2,61372 	-1,44930 
14,65000 	-2,67191 	-1,45189 
14,70000 	-2,73036 	-1,45485 
14,75000 	-2,78832 	-1,45725 
14,80000 	-2,84615 	-1,45951 
14,85000 	-2,86209 	-1,46036 
14,90000 	-2,80740 	-1,45817 
14,95000 	-2,75017 	-1,45582 
15,00000 	-2,69266 	-1,45346 
15,05000 	-2,63531 	-1,45083 
15,10000 	-2,57799 	-1,44817 
15,15000 	-2,52139 	-1,44568 
15,20000 	-2,46394 	-1,44271 
15,25000 	-2,40645 	-1,43964 
15,30000 	-2,34904 	-1,43664 
15,35000 	-2,29162 	-1,43345 
15,40000 	-2,23454 	-1,43016 
15,45000 	-2,17741 	-1,42645 
15,50000 	-2,11989 	-1,42294 
